2024-07-27 10:38:18,382 INFO    StreamThr :1501776 [internal.py:wandb_internal():85] W&B internal server running at pid: 1501776, started at: 2024-07-27 10:38:18.382061
2024-07-27 10:38:18,384 DEBUG   HandlerThread:1501776 [handler.py:handle_request():158] handle_request: status
2024-07-27 10:38:18,385 INFO    WriterThread:1501776 [datastore.py:open_for_write():87] open: /media/mountHDD2/chuyenmt/BrEaST/Eff-UNet_Breast_Tumor_Segmentation/wandb/run-20240727_103818-p0hv0ade/run-p0hv0ade.wandb
2024-07-27 10:38:18,387 DEBUG   SenderThread:1501776 [sender.py:send():378] send: header
2024-07-27 10:38:18,388 DEBUG   SenderThread:1501776 [sender.py:send():378] send: run
2024-07-27 10:38:19,069 INFO    SenderThread:1501776 [dir_watcher.py:__init__():211] watching files in: /media/mountHDD2/chuyenmt/BrEaST/Eff-UNet_Breast_Tumor_Segmentation/wandb/run-20240727_103818-p0hv0ade/files
2024-07-27 10:38:19,069 INFO    SenderThread:1501776 [sender.py:_start_run_threads():1123] run started: p0hv0ade with start time 1722051498.381837
2024-07-27 10:38:19,079 DEBUG   HandlerThread:1501776 [handler.py:handle_request():158] handle_request: check_version
2024-07-27 10:38:19,080 DEBUG   SenderThread:1501776 [sender.py:send_request():405] send_request: check_version
2024-07-27 10:38:19,362 DEBUG   HandlerThread:1501776 [handler.py:handle_request():158] handle_request: run_start
2024-07-27 10:38:19,376 DEBUG   HandlerThread:1501776 [system_info.py:__init__():26] System info init
2024-07-27 10:38:19,376 DEBUG   HandlerThread:1501776 [system_info.py:__init__():41] System info init done
2024-07-27 10:38:19,376 INFO    HandlerThread:1501776 [system_monitor.py:start():194] Starting system monitor
2024-07-27 10:38:19,376 INFO    SystemMonitor:1501776 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-27 10:38:19,376 INFO    HandlerThread:1501776 [system_monitor.py:probe():214] Collecting system info
2024-07-27 10:38:19,377 INFO    SystemMonitor:1501776 [interfaces.py:start():188] Started cpu monitoring
2024-07-27 10:38:19,377 INFO    SystemMonitor:1501776 [interfaces.py:start():188] Started disk monitoring
2024-07-27 10:38:19,379 INFO    SystemMonitor:1501776 [interfaces.py:start():188] Started gpu monitoring
2024-07-27 10:38:19,379 INFO    SystemMonitor:1501776 [interfaces.py:start():188] Started memory monitoring
2024-07-27 10:38:19,381 INFO    SystemMonitor:1501776 [interfaces.py:start():188] Started network monitoring
2024-07-27 10:38:19,418 DEBUG   HandlerThread:1501776 [system_info.py:probe():150] Probing system
2024-07-27 10:38:19,420 DEBUG   HandlerThread:1501776 [system_info.py:_probe_git():135] Probing git
2024-07-27 10:38:19,427 DEBUG   HandlerThread:1501776 [system_info.py:_probe_git():143] Probing git done
2024-07-27 10:38:19,427 DEBUG   HandlerThread:1501776 [system_info.py:probe():198] Probing system done
