2024-07-27 00:25:48,830 INFO    StreamThr :1465326 [internal.py:wandb_internal():85] W&B internal server running at pid: 1465326, started at: 2024-07-27 00:25:48.829465
2024-07-27 00:25:48,831 DEBUG   HandlerThread:1465326 [handler.py:handle_request():158] handle_request: status
2024-07-27 00:25:48,833 INFO    WriterThread:1465326 [datastore.py:open_for_write():87] open: /media/mountHDD2/chuyenmt/BrEaST/Eff-UNet_Breast_Tumor_Segmentation/wandb/run-20240727_002548-w3zlzwh3/run-w3zlzwh3.wandb
2024-07-27 00:25:48,834 DEBUG   SenderThread:1465326 [sender.py:send():378] send: header
2024-07-27 00:25:48,836 DEBUG   SenderThread:1465326 [sender.py:send():378] send: run
2024-07-27 00:25:49,473 INFO    SenderThread:1465326 [dir_watcher.py:__init__():211] watching files in: /media/mountHDD2/chuyenmt/BrEaST/Eff-UNet_Breast_Tumor_Segmentation/wandb/run-20240727_002548-w3zlzwh3/files
2024-07-27 00:25:49,473 INFO    SenderThread:1465326 [sender.py:_start_run_threads():1123] run started: w3zlzwh3 with start time 1722014748.829334
2024-07-27 00:25:49,482 DEBUG   HandlerThread:1465326 [handler.py:handle_request():158] handle_request: check_version
2024-07-27 00:25:49,482 DEBUG   SenderThread:1465326 [sender.py:send_request():405] send_request: check_version
2024-07-27 00:25:49,769 DEBUG   HandlerThread:1465326 [handler.py:handle_request():158] handle_request: run_start
2024-07-27 00:25:49,794 DEBUG   HandlerThread:1465326 [system_info.py:__init__():26] System info init
2024-07-27 00:25:49,795 DEBUG   HandlerThread:1465326 [system_info.py:__init__():41] System info init done
2024-07-27 00:25:49,795 INFO    HandlerThread:1465326 [system_monitor.py:start():194] Starting system monitor
2024-07-27 00:25:49,795 INFO    SystemMonitor:1465326 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-27 00:25:49,795 INFO    HandlerThread:1465326 [system_monitor.py:probe():214] Collecting system info
2024-07-27 00:25:49,795 INFO    SystemMonitor:1465326 [interfaces.py:start():188] Started cpu monitoring
2024-07-27 00:25:49,796 INFO    SystemMonitor:1465326 [interfaces.py:start():188] Started disk monitoring
2024-07-27 00:25:49,797 INFO    SystemMonitor:1465326 [interfaces.py:start():188] Started gpu monitoring
2024-07-27 00:25:49,797 INFO    SystemMonitor:1465326 [interfaces.py:start():188] Started memory monitoring
2024-07-27 00:25:49,799 INFO    SystemMonitor:1465326 [interfaces.py:start():188] Started network monitoring
2024-07-27 00:25:49,833 DEBUG   HandlerThread:1465326 [system_info.py:probe():150] Probing system
2024-07-27 00:25:49,835 DEBUG   HandlerThread:1465326 [system_info.py:_probe_git():135] Probing git
2024-07-27 00:25:49,842 DEBUG   HandlerThread:1465326 [system_info.py:_probe_git():143] Probing git done
2024-07-27 00:25:49,842 DEBUG   HandlerThread:1465326 [system_info.py:probe():198] Probing system done
2024-07-27 00:25:49,842 DEBUG   HandlerThread:1465326 [system_monitor.py:probe():223] {'os': 'Linux-5.19.0-46-generic-x86_64-with-glibc2.36', 'python': '3.10.7', 'heartbeatAt': '2024-07-26T17:25:49.833899', 'startedAt': '2024-07-26T17:25:48.825383', 'docker': None, 'cuda': None, 'args': ('--model_name', 'eub7without2'), 'state': 'running', 'program': '/media/mountHDD2/chuyenmt/BrEaST/Eff-UNet_Breast_Tumor_Segmentation/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/MT-Chuyen/Eff-UNet_Breast_Tumor_Segmentation.git', 'commit': 'c72d4598b60e5d66083d93593893b497eab02916'}, 'email': 'gochuyen00@gmail.com', 'root': '/media/mountHDD2/chuyenmt/BrEaST/Eff-UNet_Breast_Tumor_Segmentation', 'host': 'exx-desktop', 'username': 'chuyenmt', 'executable': '/media/mountHDD2/chuyenmt/.env/bin/python3', 'cpu_count': 24, 'cpu_count_logical': 48, 'cpu_freq': {'current': 2341.210145833333, 'min': 2200.0, 'max': 3800.0}, 'cpu_freq_per_core': [{'current': 2800.219, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 1866.727, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.068, 'min': 2200.0, 'max': 3800.0}, {'current': 2197.591, 'min': 2200.0, 'max': 3800.0}, {'current': 4303.725, 'min': 2200.0, 'max': 3800.0}, {'current': 2152.648, 'min': 2200.0, 'max': 3800.0}, {'current': 2161.324, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2199.6, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.861, 'min': 2200.0, 'max': 3800.0}, {'current': 2800.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2800.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2199.929, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2796.89, 'min': 2200.0, 'max': 3800.0}, {'current': 2197.915, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 4315.744, 'min': 2200.0, 'max': 3800.0}, {'current': 2150.161, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2195.626, 'min': 2200.0, 'max': 3800.0}, {'current': 2199.851, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}], 'disk': {'/': {'total': 927.3732490539551, 'used': 91.77433395385742}}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}, {'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 251.5636863708496}}
2024-07-27 00:25:49,842 INFO    HandlerThread:1465326 [system_monitor.py:probe():224] Finished collecting system info
2024-07-27 00:25:49,842 INFO    HandlerThread:1465326 [system_monitor.py:probe():227] Publishing system info
2024-07-27 00:25:49,842 INFO    HandlerThread:1465326 [system_monitor.py:probe():229] Finished publishing system info
2024-07-27 00:25:49,846 DEBUG   SenderThread:1465326 [sender.py:send():378] send: files
2024-07-27 00:25:49,846 INFO    SenderThread:1465326 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-07-27 00:25:49,993 DEBUG   HandlerThread:1465326 [handler.py:handle_request():158] handle_request: python_packages
2024-07-27 00:25:49,993 DEBUG   SenderThread:1465326 [sender.py:send_request():405] send_request: python_packages
2024-07-27 00:25:49,994 DEBUG   HandlerThread:1465326 [handler.py:handle_request():158] handle_request: stop_status
2024-07-27 00:25:49,994 DEBUG   SenderThread:1465326 [sender.py:send_request():405] send_request: stop_status
2024-07-27 00:25:50,388 DEBUG   SenderThread:1465326 [sender.py:send():378] send: telemetry
2024-07-27 00:25:50,475 INFO    Thread-12 :1465326 [dir_watcher.py:_on_file_created():271] file/dir created: /media/mountHDD2/chuyenmt/BrEaST/Eff-UNet_Breast_Tumor_Segmentation/wandb/run-20240727_002548-w3zlzwh3/files/wandb-metadata.json
